show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description
s1411,Movie,Class of '83,India,2020,2020,Teens,98 min,Dramas,"Demoted to an academy job, a cop trains five foolhardy students as assassins in his risky revenge plot against police corruption and the underworld."
s1412,Movie,Class Rank,United States,2018,2018,Adults,103 min,Comedies,"When her class rank threatens her college plans, an ambitious teen convinces a nerdy peer to run for the school board to abolish the ranking system."
s1413,TV Show,Classic Legends,India,2017,2012,Older Kids,1 Season,Docuseries,This documentary series explores the glamour of Bollywood through the stories of the men and women who have illuminated its screens.
s1414,TV Show,Cleo & Cuquin,Spain,2020,2020,Kids,2 Seasons,Kids' TV,Spirited sister-brother duo Cleo and Cuquín try on different professions each day to help their other siblings solve problems and enjoy new adventures.
s1415,Movie,Cleopatra Jones,United States,2019,1973,Older Kids,89 min,Action & Adventure,"A stylin' special agent chases down drug lords and does her part to stop trafficking. Soon, she finds herself seeking revenge on a dealer."
s1416,TV Show,Cleverman,Australia,2020,2017,Adults,1 Season,TV Dramas,"In the near future, physically powerful beings known as ""Hairies"" struggle to survive in a segregated society dominated by hostile humans."
s1417,Movie,Click,United States,2020,2006,Teens,108 min,Comedies,Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.
s1418,TV Show,Click for Murder,United Kingdom,2017,2017,Teens,1 Season,British TV Shows,Crime journalist Donal MacIntyre reveals how deadly the internet can be as he dissects the technological methods behind heinous acts.
s1419,Movie,Clinical,United States,2017,2017,Adults,104 min,Horror Movies,A psychiatrist is plagued by flashbacks to a terrifying attack as she treats a new patient who was horribly disfigured in an accident.
s1420,Movie,Clive Davis: The Soundtrack of Our Lives,United States,2019,2017,Adults,124 min,Documentaries,This music-driven documentary charts Clive Davis' 50-year career as one of the world's most influential record moguls.
s1421,Movie,Close,United Kingdom,2019,2019,Adults,95 min,Action & Adventure,"When attackers target the heiress she's protecting, battle-hardened bodyguard Sam scrambles to save her client – and teach her how to fight back."
s1422,Movie,Close Enemies,France,2020,2018,Adults,112 min,Dramas,"After an ambush leaves his partner dead, drug dealer Manuel reluctantly teams up with childhood friend Driss – now a cop – to hunt down the culprits."
s1423,TV Show,Close Your Eyes Before It’s Dark,Taiwan,2017,2016,Teens,1 Season,Crime TV Shows,"While vacationing at a mountain cabin, a group of longtime friends uncovers an old scandal that could have deadly consequences."
s1424,Movie,Closed Circuit,United Kingdom,2017,2013,Adults,96 min,Dramas,"Martin and Claudia, top-flight lawyers who happen to be former lovers, become targets when they're teamed up to defend a notorious terrorist."
s1425,Movie,Cloud Atlas,Germany,2017,2012,Adults,172 min,Action & Adventure,"In this star-studded drama, six seemingly disparate stories explore the complicated links that humanity shares through the generations."
s1426,Movie,Clouds of Sils Maria,France,2017,2014,Adults,124 min,Dramas,"A middle-aged actress is cast in a film adaptation of the play that made her famous 20 years earlier, but in a much less glamorous role."
s1427,Movie,Cloudy with a Chance of Meatballs,United States,2021,2009,Older Kids,90 min,Children & Family Movies,"When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow."
s1428,Movie,Cloudy with a Chance of Meatballs 2,United States,2020,2013,Older Kids,95 min,Children & Family Movies,"Inventor Flint Lockwood battles mutant food beasts created by his notorious machine, including shrimpanzees, tacodiles and jellyfish sandwiches."
s1429,Movie,Cloverfield,United States,2020,2008,Teens,85 min,Action & Adventure,A going-away party in Manhattan is interrupted when a mysterious monster of epic proportions launches an attack on New York City.
s1430,Movie,"Club de Cuervos Presents: I, Potro",Mexico,2018,2018,Adults,51 min,Movies,Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.
s1431,TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,United States,2018,2018,Adults,1 Season,International TV Shows,Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua – if only his mom will let him.
s1432,TV Show,Club Friday The Series 6,United States,2019,2015,Adults,9 Seasons,International TV Shows,"Based on a Thai radio show that gives love advice to callers, this series dramatizes stories of infidelity, love triangles, sexual identity and more."
s1433,TV Show,Club Friday The Series 7,United States,2018,2016,Adults,7 Seasons,International TV Shows,More confessional tales of love and heartbreak play out in this next installment of the popular Thai TV series based on a real-life call-in radio show.
s1434,TV Show,Club Friday The Series 8,United States,2019,2017,Adults,8 Seasons,International TV Shows,"The eighth installment of this popular Thai series, based on a real-life call-in radio show, dramatizes personal stories of romance and heartbreak."
s1435,TV Show,Club Friday To Be Continued - Friend & Enemy,United States,2018,2016,Adults,1 Season,International TV Shows,"A love triangle spirals out of control, wreaking havoc on a couple's relationship and a friendship between two women."
s1436,TV Show,Club Friday To Be Continued - My Beautiful Tomboy,United States,2018,2016,Adults,1 Season,International TV Shows,"A change in sexual identity complicates young Meen's relationships, while memories of a past romance remain fresh."
s1437,TV Show,Club Friday To Be Continued - The Promise,United States,2018,2016,Adults,1 Season,International TV Shows,"Two young lovers vow to stay friends through thick and thin, but separation tests their bond until fate allows them to reunite."
s1438,TV Show,Club of Crows,Mexico,2019,2019,Adults,4 Seasons,International TV Shows,A brother and sister battle high expectations and each other after inheriting a soccer team. A series from the creators of “Nosotros los Nobles.”
s1439,Movie,Coach Carter,United States,2020,2005,Teens,137 min,Dramas,Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance.
s1440,TV Show,Coach Snoop,United States,2018,2018,Adults,1 Season,Docuseries,"Fueled by his own rough upbringing, Snoop Dogg creates a youth football league to keep at-risk kids off the streets and focused on their goals."
s1441,TV Show,Cobra Kai,United States,2021,2021,Teens,3 Seasons,TV Action & Adventure,"Decades after the tournament that changed their lives, the rivalry between Johnny and Daniel reignites in this sequel to the ""Karate Kid"" films."
s1442,TV Show,Cocaine,United Kingdom,2016,2005,Teens,1 Season,British TV Shows,"Three films chronicle the cocaine trade's sweeping impact on the citizens of Peru, Brazil and Colombia, from poor farmers to powerful drug lords."
s1443,TV Show,Cocaine Coast,Spain,2018,2018,Adults,1 Season,Crime TV Shows,"In 1980s Galicia, Spain, a young fisherman becomes a prosperous cocaine smuggler by providing Latin American suppliers with a European entry point."
s1444,Movie,Coco y Raulito: Carrusel de ternura,Mexico,2018,2018,Adults,57 min,Stand-Up Comedy,"A study in contrasts, comedy partners and good friends Coco Celis and Raúl Meneses alternate separate stand-up sets for double the laughs."
s1445,TV Show,Cocomelon,United States,2020,2020,Kids,2 Seasons,Kids' TV,"Learn letters, numbers, animal sounds and more with J.J. in this edutaining series that brings fun times with nursery rhymes for the whole family!"
s1446,TV Show,Cocomong,United States,2019,2015,Kids,2 Seasons,Kids' TV,"What's in your fridge? In sunny Refrigerator Land, everyday ingredients transform into animal friends who love a good adventure."
s1447,Movie,Code 8,Canada,2020,2019,Adults,98 min,Action & Adventure,"In a city where super-powered people are ostracized, an earnest day laborer considers using his outlawed abilities for money to save his sick mother."
s1448,TV Show,Code Geass: Lelouch of the Rebellion,Japan,2019,2008,Adults,2 Seasons,Anime Series,A high-schooler who's granted powers to make anyone instantly obedient dons a mask to lead Japan's rebellion against a long-invading Britannia.
s1449,TV Show,Code Lyoko,France,2020,2007,Older Kids,4 Seasons,Kids' TV,"After discovering a parallel universe hidden inside a supercomputer, four students must stop a renegade virus from destroying the secret world."
s1450,Movie,Code Name: The Cleaner,United States,2019,2007,Teens,91 min,Action & Adventure,A mild-mannered janitor duped into believing he's an undercover agent stumbles into an international arms ring plot involving the CIA and the FBI.
s1451,Movie,Coffee & Kareem,United States,2020,2020,Adults,88 min,Action & Adventure,An inept Detroit cop must team up with his girlfriend's foul-mouthed young son when their first crack at bonding time uncovers a criminal conspiracy.
s1452,Movie,Coffee for All,Italy,2018,2017,Older Kids,69 min,Documentaries,"In Naples, Buenos Aires and New York, people reflect on the Neapolitan tradition of ""suspended coffee"" and how it changed their lives."
s1453,Movie,Coffee with D,India,2017,2017,Older Kids,120 min,Comedies,Low TV ratings drive a well-known journalist to concoct a plan to interview a notorious underworld figure who is also a suspected terrorist.
s1454,Movie,Coin Heist,United States,2017,2017,Teens,98 min,Children & Family Movies,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint."
s1455,TV Show,Cold Case Files,United States,2019,2017,Teens,1 Season,Crime TV Shows,Masterful detectives utilize forensic science and criminal psychology to re-examine long-standing cases.
s1456,TV Show,Cold Case Files Classic,United States,2020,1999,Adults,1 Season,Crime TV Shows,"Through forensic science and criminal psychology, an elite breed of detectives reexamine long-unsolved crimes to deliver justice and the truth."
s1457,Movie,Cold Feet,Nigeria,2020,2019,Teens,98 min,Dramas,"At a resort getaway, the fate of two couples collides when a wife unexpectedly runs into an old flame as he hesitates to propose to his girlfriend."
s1458,Movie,Cold Harbour,South Africa,2020,2013,Adults,73 min,Action & Adventure,"When a war breaks out between competing gangs of smugglers in Cape Town, South Africa, an honest cop is pressured to work for a powerful crime lord."
s1459,Movie,Colin Quinn: Red State Blue State,United States,2019,2019,Teens,66 min,Stand-Up Comedy,Stand-up comedian Colin Quinn calls out the hypocrisies of the left and the right in this special based on his politically charged Off-Broadway show.
s1460,Movie,Colin Quinn: The New York Story,United States,2016,2016,Adults,62 min,Stand-Up Comedy,"The ""SNL"" veteran performs his off-Broadway show about the history of New York and the people who shape its personality. Directed by Jerry Seinfeld."
s1461,Movie,Colin Quinn: Unconstitutional,United States,2017,2015,Adults,56 min,Stand-Up Comedy,New York comedian Colin Quinn writes and stars in this live one-man stage show that dissects and deconstructs U.S. constitutional history.
s1462,Movie,Colkatay Columbus,India,2017,2016,Teens,118 min,Comedies,"When Christopher Columbus mysteriously appears in modern-day Kolkata, India, two struggling young men look to him for advice on achieving success."
s1463,TV Show,Collateral,United Kingdom,2018,2018,Adults,1 Season,British TV Shows,"Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies."
s1464,TV Show,College Romance,India,2019,2018,Adults,1 Season,International TV Shows,"Three best friends look for love, laughs and some lifelong memories while attending college together."
s1465,Movie,Colonia,Germany,2018,2015,Adults,110 min,Dramas,"When her boyfriend is caught up in a Chilean coup, a young woman tries to free him from a prison camp posing as a commune by joining it voluntarily."
s1466,TV Show,Colony,United States,2019,2018,Teens,3 Seasons,TV Action & Adventure,"When LA is invaded by outside forces and becomes a walled-in settlement, a former FBI agent and his wife risk everything to find their lost son."
s1467,TV Show,Color of Woman,South Korea,2016,2012,Older Kids,1 Season,International TV Shows,"Two women at a cosmetics company compete for love and success. One uses her brain and diligence, while the other works her beauty and charm."
s1468,Movie,Colours of Passion,India,2018,2008,Teens,114 min,Dramas,"Seeking inspiration, a young 19th-century painter finds a woman who is his love, his muse and his willing subject, but his work becomes controversial."
s1469,Movie,Come and Find Me,Canada,2019,2016,Adults,112 min,Dramas,"When his photographer girlfriend vanishes, an L.A. graphic designer starts his own investigation and uncovers a web of deceit, crime and corruption."
s1470,Movie,Come Sunday,United States,2018,2018,Teens,105 min,Dramas,A crisis of faith sets renowned fundamentalist preacher Carlton Pearson on a new spiritual path that jeopardizes everything he holds dear.
s1471,TV Show,Comedians in Cars Getting Coffee,United States,2019,2019,Teens,6 Seasons,Stand-Up Comedy & Talk Shows,"Jerry Seinfeld's roving talk show combines coffee, laughs and vintage cars into quirky, caffeine-fueled adventures with the sharpest minds in comedy."
s1472,TV Show,COMEDIANS of the world,United States,2019,2019,Adults,13 Seasons,Stand-Up Comedy & Talk Shows,This global stand-up comedy series features a diverse set of comics from 13 regions bringing their perspectives on what's funny around the world.
s1473,TV Show,Comedy Bang! Bang!,United States,2016,2016,Teens,5 Seasons,Stand-Up Comedy & Talk Shows,"Scott Aukerman brings his popular podcast Comedy Bang! Bang! to television, along with his co-host and bandleader, Reggie Watts."
s1474,TV Show,Comedy High School,United States,2018,2018,Teens,1 Season,International TV Shows,"Featuring goofy sketches and celebrity appearances, this offbeat stage show follows an assortment of oddball characters at an eccentric high school."
s1475,Movie,Command and Control,United States,2017,2017,Older Kids,92 min,Documentaries,"Chronicling a 1980 Titan II missile accident, this sobering documentary weighs the balance of power and safety involving weapons of mass destruction."
s1476,TV Show,Community,United States,2020,2015,Teens,6 Seasons,TV Comedies,"When his degree is found bogus, lawyer Jeff Winger is sent back to college, where he meets students and teachers with credentials as dubious as his."
s1477,Movie,Como caído del cielo,Mexico,2019,2019,Teens,117 min,Comedies,"To earn his place in heaven, legendary Mexican actor-singer Pedro Infante is sent back to Earth in an impersonator's body to mend his womanizing ways."
s1478,Movie,Company,India,2018,2002,Adults,137 min,Action & Adventure,"Following a misunderstanding, a gangster and his boss part ways and become bitter enemies – with devastating consequences."
s1479,Movie,Compulsion,United Kingdom,2018,2016,Adults,84 min,Dramas,"Lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss."
s1480,TV Show,Conan Without Borders,United States,2018,2018,Teens,1 Season,Docuseries,Late-night talk show host Conan O'Brien hits the road in this special that brings him and his sense of humor to far-flung destinations.
s1481,Movie,Concrete Football,Czech Republic,2017,2016,Adults,52 min,Documentaries,"The development of professional soccer worldwide owes a great debt to the soccer – or ""football"" – that is played on the streets of France."
s1482,Movie,Concussion,United States,2018,2013,Adults,96 min,Dramas,"A lesbian housewife, feeling trapped in a stale marriage, begins visiting female prostitutes and soon seeks excitement by becoming a sex worker."
s1483,Movie,Conjuring Spirit,Vietnam,2018,2014,Adults,112 min,Horror Movies,"In the wake of her husband's betrayal, a novelist and mother moves to an old building, where she receives a music box and encounters a strange spirit."
s1484,TV Show,Connected,United Kingdom,2020,2020,Teens,1 Season,Docuseries,"Science journalist Latif Nasser investigates the surprising and intricate ways in which we are connected to each other, the world and the universe."
s1485,Movie,Conor McGregor: Notorious,Ireland,2018,2017,Adults,90 min,Documentaries,"From making ends meet to lavish rides and fur coats, the Irish MMA champion grants an all-access pass to the highs – and lows – of his ascent."
s1486,Movie,Consequences,Turkey,2019,2014,Adults,106 min,Dramas,Secrets bubble to the surface after a sensual encounter and an unforeseen crime entangle two friends and a woman caught between them.
s1487,Movie,Consequences ,Turkey,2019,2014,Adults,106 min,Dramas,Secrets bubble to the surface after a sensual encounter and an unforeseen crime entangle two friends and a woman caught between them.
s1488,TV Show,Conspiracy,United Kingdom,2016,2015,Teens,1 Season,British TV Shows,"Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues."
s1489,TV Show,Containment,United States,2016,2016,Adults,1 Season,TV Dramas,"When a ferocious contagion sweeps through Atlanta, authorities impose a precarious quarantine on the city while scrambling to find a cure."
s1490,Movie,Contract,India,2019,2008,Teens,116 min,Action & Adventure,"Following the death of his wife and daughter in a terrorist attack, an ex-Indian army commando agrees to infiltrate a terrorist cell."
s1491,TV Show,Control Z,Mexico,2020,2020,Adults,1 Season,International TV Shows,"When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity."
s1492,TV Show,Conversations with a Killer: The Ted Bundy Tapes,United States,2019,2019,Adults,1 Season,Crime TV Shows,"Present-day interviews, archival footage and audio recordings made on death row form a searing portrait of notorious serial killer Ted Bundy."
s1493,Movie,Convict,United States,2019,2014,Teens,97 min,Dramas,"Sentenced to death for committing rape, a convict navigates his final trying days alongside his allies and enemies in prison."
s1494,Movie,Cook Off,Zimbabwe,2020,2017,Kids,100 min,Comedies,"Yearning for a better life, a single mother with a passion for cooking gets a shot at greatness when her son enters her into a top reality cooking show."
s1495,TV Show,Cooked,United States,2016,2016,Teens,1 Season,Docuseries,"As he tries his hand at baking, brewing and braising, acclaimed food writer Michael Pollan explores how cooking transforms food and shapes our world."
s1496,TV Show,Cooked with Cannabis,United States,2020,2020,Adults,1 Season,Reality TV,"Chefs compete to get the hosts and special guests high on elevated cannabis cuisine with their artful use of leafy herb, THC infusions and CBD sauces."
s1497,TV Show,Cooking on High,United States,2018,2018,Adults,1 Season,Reality TV,"In the first-ever competitive cannabis cooking show, two chefs prepare mouthwatering marijuana-infused dishes for a panel of very chill celeb judges."
s1498,Movie,Cool Hand Luke,United States,2021,1967,Teens,127 min,Classic Movies,"Luke Jackson likes to do things his own way, which leads to a world of hurt when he ends up in a prison camp – and on the wrong side of its warden."
s1499,Movie,Cop and a Half: New Recruit,Canada,2017,2017,Older Kids,96 min,Children & Family Movies,A world-weary detective is forced to team up with a 12-year-old who thinks she's a cop in order to solve a case that's baffled police.
s1500,Movie,Cop Car,United States,2019,2015,Adults,88 min,Thrillers,Two mischievous boys get thrust into a game of cat and mouse with a murderous psychopath after they decide to steal a police officer’s cruiser.
s1501,Movie,Cop Watchers,United States,2017,2016,Adults,45 min,Documentaries,Explore the stories of the citizens who seek to deter police brutality by observing and videotaping arrests made by the New York Police Department.
s1502,Movie,Cops and Robbers,United States,2020,2020,Teens,8 min,Dramas,Animation and activism unite in this multimedia spoken-word response to police brutality and racial injustice.
s1503,Movie,Coraline,United States,2017,2009,Older Kids,101 min,Children & Family Movies,Curious young Coraline unlocks a door in her family's home and is transported to a universe that strangely resembles her own – only better.
s1504,TV Show,"Coronavirus, Explained",United States,2020,2020,Older Kids,1 Season,Docuseries,"In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll."
s1505,Movie,Cosmos Laundromat: First Cycle,Netherlands,2019,2015,Adults,12 min,Dramas,"Despondent on a desolate island, a suicidal sheep is thrown a lifeline by a quirky salesman, who offers him the gift of a lifetime."
s1506,Movie,Countdown to Death: Pablo Escobar,United States,2018,2017,Adults,69 min,Documentaries,"Through rare interviews, images and wiretap audio, this documentary reconstructs the last nine years of Colombian drug lord Pablo Escobar's life."
s1507,Movie,Counterfeiting in Suburbia,Canada,2018,2018,Teens,88 min,Dramas,"Two teenagers print counterfeit money in their high school art room, but things go terribly wrong when their debt-ridden teacher becomes suspicious."
s1508,Movie,Counterpunch,United States,2017,2017,Adults,91 min,Documentaries,"As boxing's popularity wanes, three fighters at different stages of their career make sacrifices to pursue their dreams of becoming champions."
s1509,TV Show,Country Ever After,United States,2020,2020,Older Kids,1 Season,Reality TV,"Country artist Coffey Anderson and his wife, hip-hop dancer Criscilla, juggle family life, career goals and tests of faith in this reality series."
s1510,Movie,Couple of Days,Nigeria,2020,2016,Teens,103 min,Dramas,"Three couples, each in different phases of romance, head to Ibadan for a fun and frisky holiday. But secrets soon spill, causing trouble in paradise."
s1511,Movie,Couples Counseling,Brazil,2017,2016,Adults,88 min,Comedies,A seasoned couples therapist comes to realize she might need help with her own marriage after meeting a new pair of young clients.
s1512,TV Show,Court Justice,Australia,2019,2017,Adults,1 Season,Crime TV Shows,"In a bustling local court in Sydney, 12 magistrates preside over different levels of criminal offenses and deliver life-changing verdicts."
s1513,Movie,Covered: Alive in Asia,United States,2016,2016,Kids,75 min,Documentaries,"Christian musician Israel Houghton leads his band Israel & New Breed on a tour supporting their newest album of multicultural, hybrid-genre songs."
s1514,Movie,Cowspiracy: The Sustainability Secret,United States,2015,2014,Older Kids,90 min,Documentaries,Learn how factory farming is decimating the planet's natural resources – and why this crisis has been largely ignored by major environmental groups.
s1515,Movie,"Crack: Cocaine, Corruption & Conspiracy",United States,2021,2021,Adults,90 min,Documentaries,"A cheap, powerful drug emerges during a recession, igniting a moral panic fueled by racism. Explore the complex history of crack in the 1980s."
s1516,Movie,Cracked Up: The Darrell Hammond Story,United States,2020,2018,Adults,97 min,Documentaries,"""Saturday Night Live"" star Darrell Hammond reveals the extreme abuse he suffered during childhood, a trauma that nearly destroyed his life as an adult."
s1517,Movie,Craig Ferguson: Tickle Fight,United States,2017,2017,Adults,67 min,Stand-Up Comedy,"Cheeky comic Craig Ferguson keeps it casual as he discusses '70s porn, Japanese toilets and his mildly crime-filled days as a talk show host."
s1518,Movie,Crash,United States,2019,2004,Adults,112 min,Dramas,"In post-Sept. 11 Los Angeles, tensions erupt when the lives of people from all walks of life converge during a 36-hour period."
s1519,TV Show,Crash Landing on You,South Korea,2019,2019,Teens,1 Season,International TV Shows,"A paragliding mishap drops a South Korean heiress in North Korea – and into the life of an army officer, who decides he will help her hide."
s1520,TV Show,Crashing,United Kingdom,2017,2016,Adults,1 Season,British TV Shows,"In exchange for low rent, a hodgepodge group of 20-something tenants set up residence as property guards in a disused hospital, where hilarity ensues."
s1521,Movie,Crazy Awesome Teachers,Indonesia,2020,2020,Older Kids,102 min,Comedies,"When staff salaries get stolen at his school, a reluctant new teacher sets out to recoup the money and soon discovers the joys of teaching."
s1522,Movie,Crazy Beautiful You,Philippines,2019,2015,Teens,114 min,Comedies,A rebellious daughter accompanies her mother on a medical mission where she falls for the handsome politician's son assigned to be her chaperone.
s1523,TV Show,Crazy Delicious,United Kingdom,2020,2020,Older Kids,1 Season,British TV Shows,"In this competition show, daring home chefs tempt the food gods with reinvented classics and fanciful feasts in their quest to win a golden apple."
s1524,TV Show,Crazy Ex-Girlfriend,United States,2019,2019,Adults,4 Seasons,Romantic TV Shows,"Still pining for Josh, the boy who dumped her ages ago, whip-smart lawyer Rebecca jettisons her New York life and moves to California to win him back."
s1525,Movie,Crazy people,Nigeria,2019,2018,Adults,107 min,Comedies,Nollywood star Ramsey Nouah learns that someone is impersonating him and breaks out of a mental institution to expose the imposter.
s1526,TV Show,"Crazy, Lovely, Cool",Nigeria,2019,2018,Adults,1 Season,International TV Shows,"For a group of charismatic undergraduates, the jolting revelations from a campus blog turn surviving university life into a serious matter."
s1527,TV Show,Crazyhead,United Kingdom,2016,2016,Adults,1 Season,British TV Shows,Bowling alley worker Amy and nonconformist Raquel kick some serious demon butt while also facing their inner demons as they navigate their early 20s.
s1528,Movie,CRD,India,2019,2016,Adults,110 min,Comedies,"At odds with his radical instructor's ruthless methods, a drama student assembles his own troupe of misfit actors ahead of a prestigious competition."
s1529,Movie,Creating The Queen's Gambit,United States,2021,2021,Teens,14 min,Documentaries,"A fascinating character. Exquisite sets. A wig for every era. The stars, creators and crew reveal how the hit series about a chess prodigy came to life."
s1530,TV Show,Creators,Argentina,2018,2015,Kids,2 Seasons,Kids' TV,"Two brilliant scientists discover the hidden virtual city of Creápolis, where citizens have the power to solve problems by believing and creating."
s1531,Movie,Creep,United States,2015,2014,Adults,78 min,Horror Movies,"When a cash-strapped videographer takes a job in a remote mountain town, he finds that the client has some unsettling ideas in mind."
s1532,Movie,Creep 2,United States,2017,2017,Adults,80 min,Horror Movies,"A video artist finds the perfect character for a sensational piece, but the subject of her dreams soon reveals his insidious side."
s1533,TV Show,Creeped Out,United Kingdom,2019,2019,Older Kids,2 Seasons,British TV Shows,"A masked figure known as ""The Curious"" collects tales of dark magic, otherworldly encounters and twisted technology in this kids anthology series."
s1534,TV Show,Cricket Fever: Mumbai Indians,India,2019,2019,Adults,1 Season,Docuseries,Follow Indian Premier League champions Mumbai Indians through the 2018 season in this series featuring insider insights and intense cricket action.
s1535,TV Show,Crime Diaries: Night Out,Mexico,2019,2019,Adults,1 Season,Crime TV Shows,"After going to a Halloween party, college student Luis Andrés Colmenares is found dead. Was it an accident or murder? Inspired by true events."
s1536,TV Show,Crime Diaries: The Candidate,Mexico,2019,2019,Adults,1 Season,Crime TV Shows,"In 1994, Mexican presidential candidate Luis Donaldo Colosio's assassination sends his dying widow racing to uncover who did it. Based on true events."
s1537,TV Show,Crime Time,France,2019,2017,Adults,1 Season,Crime TV Shows,"Born into poverty and trapped in a grim job as a cop in the favelas, a wannabe actor forges a bloody path to celebrity and wealth. Based on true events."
s1538,TV Show,Criminal Minds,United States,2017,2017,Teens,12 Seasons,Crime TV Shows,This intense police procedural follows a group of extraordinary FBI profilers who spend their days getting into the minds of psychopathic criminals.
s1539,TV Show,Criminal: France,United States,2019,2019,Adults,1 Season,Crime TV Shows,"Secrets emerge and entire cases unravel inside a police interview room in Paris, where suspects and investigators face off in an intricate dance."
s1540,TV Show,Criminal: Germany,Germany,2019,2019,Adults,1 Season,Crime TV Shows,"In the interview room, detectives go head-to-head with suspects and try to get to the truth – even if it means breaking the rules and risking it all."
s1541,TV Show,Criminal: Spain,Spain,2019,2019,Adults,1 Season,Crime TV Shows,"Psychological games abound between detectives and suspects in a tense interrogation room, where the search for answers sometimes comes at a moral cost."
s1542,TV Show,Criminal: UK,United Kingdom,2020,2020,Adults,2 Seasons,British TV Shows,"Within the walls of an interrogation room and with time running out, London investigators go after three suspects, each accused of a grievous crime."
s1543,Movie,Crip Camp: A Disability Revolution,United States,2020,2020,Adults,108 min,Documentaries,"A groundbreaking summer camp galvanizes a group of teens with disabilities to help build a movement, forging a new path toward greater equality."
s1544,Movie,Cristela Alonzo: Lower Classy,United States,2017,2017,Adults,67 min,Stand-Up Comedy,"The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy."
s1545,Movie,Cristina,United States,2019,2016,Teens,40 min,Documentaries,"In this short documentary, 37-year-old Cristina valiantly battles cancer while doing all she can to encourage others to live in the moment."
s1546,Movie,Crossroads: One Two Jaga,Malaysia,2018,2018,Teens,81 min,Dramas,"In Kuala Lumpur, an abused domestic worker tries to escape to Indonesia, while an idealistic cop insists on fighting corruption  – at a heavy price."
s1547,Movie,"Crouching Tiger, Hidden Dragon",Taiwan,2019,2000,Teens,120 min,Action & Adventure,A young woman in ancient China longs for an adventurous life rather than a dull arranged marriage in Ang Lee's Oscar-winning martial arts epic.
s1548,Movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny",China,2016,2016,Teens,101 min,Action & Adventure,Renowned warrior Yu Shu-Lien comes out of retirement to keep the legendary Green Destiny sword away from villainous warlord Hades Dai.
s1549,Movie,Cuba and the Cameraman,United States,2017,2017,Teens,114 min,Documentaries,Emmy-winning filmmaker Jon Alpert chronicles the fortunes of three Cuban families over the course of four tumultuous decades in the nation's history.
s1550,TV Show,Cuckoo,United Kingdom,2019,2019,Adults,5 Seasons,British TV Shows,"Rachel shocks her proper British parents when she marries an American hippie, but it's just the first in a series of surprises for the family."
s1551,Movie,Cuddle Weather,Philippines,2020,2019,Adults,95 min,Dramas,"When a seasoned sex worker sleeps with a rookie call boy, they soon find that a strictly physical relationship doesn't completely satisfy them."
s1552,Movie,Cult of Chucky,United States,2017,2017,Adults,90 min,Horror Movies,"Following a string of murders in the asylum where she's confined, Nica Pierce begins to wonder whether Chucky is real after all."
s1553,Movie,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,United States,2019,2019,Older Kids,45 min,Documentaries,An in-depth look at the full-cycle breeding program for bluefin Kindai tuna pioneered by Kinki University’s Aqua Culture Research Institute.
s1554,TV Show,Cupcake & Dino - General Services,Canada,2019,2019,Older Kids,2 Seasons,Kids' TV,An enterprising cupcake and his cheerful dinosaur brother take on jobs of all sorts as they work to help friends and strangers in their eccentric city.
s1555,TV Show,Curon,Italy,2020,2020,Adults,1 Season,International TV Shows,"After 17 years, a woman returns home with her teenage twins. When she mysteriously vanishes, her children must reckon with a shadowy family legacy."
s1556,TV Show,Cursed,United Kingdom,2020,2020,Adults,1 Season,TV Action & Adventure,"Armed with mysterious powers and a legendary sword, young rebel Nimue joins forces with charming mercenary Arthur on a mission to save her people."
s1557,Movie,Curtiz,Hungary,2020,2018,Adults,99 min,Dramas,"Driven and arrogant, film director Michael Curtiz deals with studio politics and family drama during the troubled production of ""Casablanca"" in 1942."
s1558,Movie,Cut Bank,United States,2019,2014,Adults,93 min,Dramas,A small-town dreamer is sure he's landed on a gold mine after accidentally filming a murder but is sucked into a violent tale of greed and deception.
s1559,Movie,Cutie and the Boxer,United States,2018,2013,Adults,82 min,Documentaries,"A 2014 Oscar nominee for Best Documentary Feature, this film explores the symbiotic relationship of artists Ushio and Noriko Shinohara."
